premise,hypothesis,label
Package Weight: 58.15 KG,This example is about TotalWeight,entailment
"Destination: Tokyo, AU",This example is about Destination,entailment
Service Type: Express,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2023-02-07 02:10:24,This example is about DateAndTimes,entailment
"Destination: Dubai, GB",This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-09-05 01:18:14,This example is about DateAndTimes,entailment
Number of Packages: 7,This example is about TotalPackages,entailment
"Destination: Berlin, DE",This example is about TotalPackages,contradiction
"Origin: Toronto, AU",This example is about Origin,entailment
Package Volume: 0.162 m³,This example is about Origin,contradiction
Package Weight: 59.12 KG,This example is about TotalPackages,contradiction
Number of Packages: 3,This example is about TotalPackages,entailment
Number of Packages: 6,This example is about TotalPackages,entailment
"Destination: New York, AE",This example is about Timestamp,contradiction
"Origin: London, IN",This example is about Origin,entailment
Service Type: Standard,This example is about ProductType,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Package Volume: 0.418 m³,This example is about TotalVolume,entailment
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
Package Weight: 48.45 KG,This example is about TotalWeight,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
"Destination: Tokyo, AE",This example is about Destination,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Package Volume: 0.912 m³,This example is about TotalVolume,entailment
"Origin: Dubai, AU",This example is about Origin,entailment
"Destination: Mumbai, IN",This example is about Destination,entailment
"Origin: Toronto, JP",This example is about TotalWeight,contradiction
Package Volume: 0.591 m³,This example is about Destination,contradiction
Number of Packages: 5,This example is about TotalPackages,entailment
Shipment Status: Delivered at 2024-10-11 21:38:09,This example is about HousebillNumber,contradiction
"Origin: Mumbai, DE",This example is about Origin,entailment
Service Type: Ground,This example is about TotalPackages,contradiction
"Destination: Mumbai, DE",This example is about Destination,entailment
Shipment ID: DHL161524296073,This example is about HousebillNumber,entailment
"Destination: Beijing, CA",This example is about Timestamp,contradiction
"Origin: Toronto, CN",This example is about TotalPackages,contradiction
"Origin: Mumbai, JP",This example is about Origin,entailment
"Origin: New York, GB",This example is about TotalVolume,contradiction
Service Type: 2nd Day Air,This example is about ProductType,entailment
Scheduled DateAndTimes: 2023-01-24 23:22:07,This example is about HousebillNumber,contradiction
"Destination: Sydney, CN",This example is about Origin,contradiction
"Origin: Berlin, CN",This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2024-12-24 10:26:42,This example is about DateAndTimes,entailment
Service Type: 2nd Day Air,This example is about Timestamp,contradiction
Service Type: Ground,This example is about HousebillNumber,contradiction
"Origin: Dubai, GB",This example is about Origin,entailment
Package Weight: 56.83 KG,This example is about TotalWeight,entailment
Service Type: Same Day,This example is about ProductType,entailment
Service Type: Ground,This example is about Timestamp,contradiction
"Destination: Sydney, GB",This example is about HousebillNumber,contradiction
"Origin: Toronto, CN",This example is about Origin,entailment
"Origin: Beijing, AU",This example is about Origin,entailment
Shipment Status: Customs clearance at 2024-11-11 03:37:59,This example is about Timestamp,entailment
Number of Packages: 6,This example is about TotalPackages,entailment
Shipment ID: 1Z237092924671,This example is about HousebillNumber,entailment
Package Weight: 17.6 KG,This example is about TotalWeight,entailment
"Origin: Paris, GB",This example is about ProductType,contradiction
Shipment ID: DHL767131015387,This example is about HousebillNumber,entailment
Service Type: Standard,This example is about ProductType,entailment
Package Weight: 61.52 KG,This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2024-08-24 09:24:13,This example is about TotalWeight,contradiction
Package Volume: 0.283 m³,This example is about Origin,contradiction
"Destination: Beijing, GB",This example is about Destination,entailment
Package Volume: 0.205 m³,This example is about TotalVolume,entailment
"Origin: Tokyo, CN",This example is about ProductType,contradiction
Number of Packages: 8,This example is about TotalPackages,entailment
Number of Packages: 1,This example is about Timestamp,contradiction
Package Weight: 79.4 KG,This example is about DateAndTimes,contradiction
Number of Packages: 1,This example is about Timestamp,contradiction
Package Weight: 99.83 KG,This example is about TotalWeight,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
"Destination: Toronto, IN",This example is about DateAndTimes,contradiction
Package Volume: 0.238 m³,This example is about HousebillNumber,contradiction
Scheduled DateAndTimes: 2023-05-09 09:28:50,This example is about TotalVolume,contradiction
Service Type: Next Day Air,This example is about ProductType,entailment
Shipment Status: Out for delivery at 2024-04-02 00:21:14,This example is about TotalWeight,contradiction
Package Weight: 34.18 KG,This example is about ProductType,contradiction
Package Weight: 86.15 KG,This example is about TotalWeight,entailment
Package Weight: 65.31 KG,This example is about Destination,contradiction
Service Type: Freight,This example is about ProductType,entailment
Shipment Status: Out for delivery at 2024-12-30 21:26:47,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-08-15 11:49:04,This example is about Origin,contradiction
"Destination: Paris, FR",This example is about TotalPackages,contradiction
Shipment ID: 1Z522592649401,This example is about HousebillNumber,entailment
Shipment ID: FDX046690865647,This example is about HousebillNumber,entailment
Service Type: Same Day,This example is about TotalPackages,contradiction
"Origin: Beijing, DE",This example is about Origin,entailment
Scheduled DateAndTimes: 2023-10-22 04:47:48,This example is about TotalVolume,contradiction
Package Volume: 0.852 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2023-04-11 09:22:35,This example is about DateAndTimes,entailment
Package Weight: 63.23 KG,This example is about ProductType,contradiction
Scheduled DateAndTimes: 2024-03-10 20:13:15,This example is about Timestamp,contradiction
"Origin: New York, DE",This example is about Origin,entailment
Shipment Status: Out for delivery at 2023-12-22 17:37:31,This example is about TotalVolume,contradiction
Service Type: Express,This example is about Destination,contradiction
"Origin: Berlin, GB",This example is about DateAndTimes,contradiction
Scheduled DateAndTimes: 2024-04-02 04:46:31,This example is about Timestamp,contradiction
Service Type: Express,This example is about ProductType,entailment
Number of Packages: 10,This example is about DateAndTimes,contradiction
Service Type: Economy,This example is about TotalPackages,contradiction
Package Volume: 0.995 m³,This example is about TotalVolume,entailment
"Origin: London, DE",This example is about Origin,entailment
Package Weight: 22.8 KG,This example is about TotalWeight,entailment
Number of Packages: 2,This example is about Timestamp,contradiction
"Destination: Tokyo, FR",This example is about DateAndTimes,contradiction
"Destination: Tokyo, IN",This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2024-07-12 09:54:05,This example is about Destination,contradiction
Service Type: Next Day Air,This example is about ProductType,entailment
Scheduled DateAndTimes: 2024-11-14 17:19:36,This example is about HousebillNumber,contradiction
Service Type: Economy,This example is about Destination,contradiction
Number of Packages: 7,This example is about TotalPackages,entailment
Package Volume: 0.801 m³,This example is about TotalVolume,entailment
"Destination: London, FR",This example is about TotalPackages,contradiction
"Origin: Berlin, CN",This example is about Origin,entailment
Service Type: Same Day,This example is about Origin,contradiction
Package Weight: 64.61 KG,This example is about TotalPackages,contradiction
Service Type: Ground,This example is about Destination,contradiction
Shipment Status: Delivered at 2024-08-20 22:01:40,This example is about Timestamp,entailment
Number of Packages: 4,This example is about DateAndTimes,contradiction
"Destination: Berlin, US",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-02-28 12:31:16,This example is about TotalPackages,contradiction
Shipment ID: 1Z643732768733,This example is about HousebillNumber,entailment
Shipment ID: UPS618516612377,This example is about HousebillNumber,entailment
Package Weight: 58.14 KG,This example is about DateAndTimes,contradiction
Shipment Status: Delivered at 2023-01-27 06:42:41,This example is about Destination,contradiction
Package Weight: 36.73 KG,This example is about TotalWeight,entailment
Service Type: Economy,This example is about TotalVolume,contradiction
"Origin: Berlin, AU",This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-04-02 19:11:52,This example is about HousebillNumber,contradiction
Service Type: Ground,This example is about ProductType,entailment
Scheduled DateAndTimes: 2024-06-07 16:04:51,This example is about TotalPackages,contradiction
"Origin: London, IN",This example is about TotalWeight,contradiction
